round,home_team,away_team,hm_score,aw_score,score_gap,hm_PWk_lad,aw_PWk_lad,PWk_lad_gap,hm_PWk_perc,aw_PWk_perc,PWk_perc_gap,hm_PWk_pts,aw_PWk_pts,PWk_pts_gap,hm_PWk_pts_stan,aw_PWk_pts_stan,PWk_pts_gap_stan,hm_PY,hm_PY_perc,hm_2PY,hm_2PY_perc,hm_3PY,hm_3PY_perc,hm_4PY,hm_4PY_perc,hm_PY_2PY,hm_PY_3PY,hm_PY_4PY,hm_Pypc_2Pypc,hm_Pypc_3Pypc,hm_Pypc_4Pypc,aw_PY,aw_PY_perc,aw_2PY,aw_2PY_perc,aw_3PY,aw_3PY_perc,aw_4PY,aw_4PY_perc,aw_PY_2PY,aw_PY_3PY,aw_PY_4PY,aw_Pypc_2Pypc,aw_Pypc_3Pypc,aw_Pypc_4Pypc,PY_gap,PY_%_gap,2PY_gap,2PY_%_gap,3PY_gap,3PY_%_gap,4PY_gap,4PY_%_gap,hm_Dr_PY,hm_Dr_2PY,hm_Dr_3py,hm_Dr_4py,hm_Dr_Tot,aw_Dr_PY,aw_Dr_2PY,aw_Dr_3py,aw_Dr_4py,aw_Dr_Tot,Dr_PY_gap,Dr_2PY_gap,Dr_3PY_gap,Dr_4PY_gap,Dr_Tot_gap,hm_Pwk_win,hm_2Pwk_win,hm_3Pwk_win,hm_4Pwk_win,aw_Pwk_win,aw_2Pwk_win,aw_3Pwk_win,aw_4Pwk_win,hm_win_1,hm_win_2,hm_win_3,hm_win_4,aw_win_1,aw_win_2,aw_win_3,aw_win_4,h_win_1_gap,h_win_2_gap,h_win_3_gap,h_win_4_gap,a_win_1_gap,a_win_2_gap,a_win_3_gap,a_win_4_gap,Interstate,PWk_hm,home_win
6,PA,RI,54,91,-37,15,14,-1,83.1,94.4,-11.3,4,4,0,0.8,0.8,0,16,64.5,10,82.4,10,88.7,13,95.9,6,6,3,-17.9,-24.2,-31.4,12,86.4,15,73,15,74.3,9,97.4,-3,-3,3,13.4,12.1,-11,4,-21.9,-5,9.4,-5,14.4,4,-1.5,217,310,297,396,1220,204,309,427,208,1148,13,1,-130,188,72,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,WC,NM,120,95,25,1,7,6,170.9,129.7,41.2,20,12,-8,4,2.4,-1.6,4,130.3,16,77.1,11,93.3,15,65.9,-12,-7,-11,53.2,37,64.4,9,101.2,9,87.4,13,83.4,7,97,0,-4,2,13.8,17.8,4.2,-5,29.1,7,-10.3,-2,9.9,8,-31.1,186,301,248,372,1107,184,218,438,291,1131,2,83,-190,81,-24,1,1,1,1,1,0.5,0.666666667,0.75,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1
7,ME,HW,49,115,-66,17,11,-6,59.1,112.9,-53.8,0,12,12,0,2,2,13,85.3,12,94.5,16,74.7,16,62.6,1,-3,-3,-9.2,10.6,22.7,3,144.1,7,110.7,9,92.5,2,131.9,-4,-6,1,33.4,51.6,12.2,10,-58.8,5,-16.2,7,-17.8,14,-69.3,158,275,484,413,1330,199,222,261,262,944,-41,53,223,151,386,0,0,0,0,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,AD,GE,122,72,50,5,6,1,119.9,114.2,5.7,20,16,-4,3.333333333,2.666666667,-0.666666667,14,79.4,11,94.3,5,117.6,5,109.7,3,9,9,-14.9,-38.2,-30.3,2,157.4,2,147.9,2,127.4,1,161.8,0,0,1,9.5,30,-4.4,12,-78,9,-53.6,3,-9.8,4,-52.1,251,139,278,286,954,256,313,352,264,1185,-5,-174,-74,22,-231,1,1,1,0.75,1,1,1,0.75,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
7,GW,GC,94,67,27,18,16,-2,42.4,60.2,-17.8,0,0,0,0,0,0,18,50,18,50,18,50,18,50,0,0,0,0,0,0,17,56.3,17,50,17,50,17,50,0,0,0,6.3,6.3,6.3,1,-6.3,1,0,1,0,1,0,1139,0,0,0,1139,117,856,0,0,973,1022,-856,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,RI,SY,91,62,29,12,3,-9,102.1,137.2,-35.1,8,20,12,1.333333333,3.333333333,2,12,86.4,15,73,15,74.3,9,97.4,-3,-3,3,13.4,12.1,-11,7,109.3,5,108.3,12,93.1,6,112.5,2,-5,1,1,16.2,-3.2,5,-22.9,10,-35.3,3,-18.8,3,-15.1,204,309,427,208,1148,190,208,343,197,938,14,101,84,11,210,1,0.5,0.333333333,0.5,0,0.5,0.666666667,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7,BL,CW,58,116,-58,14,8,-6,78.4,97.3,-18.9,8,16,8,1.333333333,2.666666667,1.333333333,15,81,13,82.3,6,106.7,10,98,2,9,5,-1.3,-25.7,-17,1,167.7,1,141.7,4,122.3,8,111.2,0,-3,-7,26,45.4,56.5,14,-86.7,12,-59.4,2,-15.6,2,-13.2,334,345,183,320,1182,118,209,148,296,771,216,136,35,24,411,0,0,0.333333333,0.25,1,1,1,0.75,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
7,ES,WC,113,52,61,4,1,-3,128.2,161.5,-33.3,20,24,4,3.333333333,4,0.666666667,8,100,14,80.3,8,97.8,12,81.7,-6,0,-4,19.7,2.2,18.3,4,130.3,16,77.1,11,93.3,15,65.9,-12,-7,-11,53.2,37,64.4,4,-30.3,-2,3.2,-3,4.5,-3,15.8,216,263,307,250,1036,186,301,248,372,1107,30,-38,59,-122,-71,1,0.5,0.666666667,0.75,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1
7,NM,WB,83,101,-18,10,13,3,119.6,83.9,35.7,12,8,-4,2,1.333333333,-0.666666667,9,101.2,9,87.4,13,83.4,7,97,0,-4,2,13.8,17.8,4.2,10,95.6,4,125.4,3,122.6,3,118.7,6,7,7,-29.8,-27,-23.1,-1,5.6,5,-38,10,-39.2,4,-21.7,184,218,438,291,1131,295,174,237,223,929,-111,44,201,68,202,0,0.5,0.333333333,0.5,0,0.5,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,FR,PA,87,47,40,7,15,8,106.9,79.5,27.4,16,4,-12,2.666666667,0.666666667,-2,11,83.1,6,103.9,14,77.3,14,93.7,5,-3,-3,-20.8,5.8,-10.6,16,64.5,10,82.4,10,88.7,13,95.9,6,6,3,-17.9,-24.2,-31.4,-5,18.6,-4,21.5,4,-11.4,1,-2.2,351,172,412,461,1396,217,310,297,396,1220,134,-138,115,65,176,1,0.5,0.666666667,0.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7,SK,CA,122,98,24,9,2,-7,126.5,157.8,-31.3,12,20,8,2,3.333333333,1.333333333,6,112.8,3,121.6,1,155.7,4,110.6,3,5,2,-8.8,-42.9,2.2,5,130.9,8,108.1,7,110.5,11,94.2,-3,-2,-6,22.8,20.4,36.7,1,-18.1,-5,13.5,-6,45.2,-7,16.4,357,195,187,273,1012,172,277,231,209,889,185,-82,-44,64,123,0,0.5,0.333333333,0.5,1,1,0.666666667,0.75,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
8,CW,GE,96,84,12,7,10,3,107,103.5,3.5,20,16,-4,2.857142857,2.285714286,-0.571428571,1,167.7,1,141.7,4,122.3,8,111.2,0,-3,-7,26,45.4,56.5,2,157.4,2,147.9,2,127.4,1,161.8,0,0,1,9.5,30,-4.4,-1,10.3,-1,-6.2,2,-5.1,7,-50.6,118,209,148,296,771,256,313,352,264,1185,-138,-104,-204,32,-414,1,1,1,1,0,0.5,0.666666667,0.75,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
8,PA,NM,95,93,2,15,11,-4,76.2,114.2,-38,4,12,8,0.571428571,1.714285714,1.142857143,16,64.5,10,82.4,10,88.7,13,95.9,6,6,3,-17.9,-24.2,-31.4,9,101.2,9,87.4,13,83.4,7,97,0,-4,2,13.8,17.8,4.2,7,-36.7,1,-5,-3,5.3,6,-1.1,217,310,297,396,1220,184,218,438,291,1131,33,92,-141,105,89,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8,HW,FR,119,63,56,9,6,-3,123.1,114.2,8.9,16,20,4,2.285714286,2.857142857,0.571428571,3,144.1,7,110.7,9,92.5,2,131.9,-4,-6,1,33.4,51.6,12.2,11,83.1,6,103.9,14,77.3,14,93.7,5,-3,-3,-20.8,5.8,-10.6,-8,61,1,6.8,-5,15.2,-12,38.2,199,222,261,262,944,351,172,412,461,1396,-152,50,-151,-199,-452,1,1,0.666666667,0.5,1,1,0.666666667,0.75,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
8,SY,ME,138,37,101,5,18,13,125.5,56.8,68.7,20,0,-20,2.857142857,0,-2.857142857,7,109.3,5,108.3,12,93.1,6,112.5,2,-5,1,1,16.2,-3.2,13,85.3,12,94.5,16,74.7,16,62.6,1,-3,-3,-9.2,10.6,22.7,-6,24,-7,13.8,-4,18.4,-10,49.9,190,208,343,197,938,158,275,484,413,1330,32,-67,-141,-216,-392,0,0,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8,WB,GC,72,34,38,13,17,4,88.9,61.5,27.4,12,0,-12,1.714285714,0,-1.714285714,10,95.6,4,125.4,3,122.6,3,118.7,6,7,7,-29.8,-27,-23.1,17,56.3,17,50,17,50,17,50,0,0,0,6.3,6.3,6.3,-7,39.3,-13,75.4,-14,72.6,-14,68.7,295,174,237,223,929,117,856,0,0,973,178,-682,237,223,-44,1,0.5,0.666666667,0.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
8,ES,RI,128,109,19,2,12,10,136.6,106.9,29.7,24,12,-12,3.428571429,1.714285714,-1.714285714,8,100,14,80.3,8,97.8,12,81.7,-6,0,-4,19.7,2.2,18.3,12,86.4,15,73,15,74.3,9,97.4,-3,-3,3,13.4,12.1,-11,-4,13.6,-1,7.3,-7,23.5,3,-15.7,216,263,307,250,1036,204,309,427,208,1148,12,-46,-120,42,-112,1,1,0.666666667,0.75,1,1,0.666666667,0.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
8,BL,GW,132,40,92,14,16,2,73.4,50.5,22.9,8,4,-4,1.142857143,0.571428571,-0.571428571,15,81,13,82.3,6,106.7,10,98,2,9,5,-1.3,-25.7,-17,18,50,18,50,18,50,18,50,0,0,0,0,0,0,-3,31,-5,32.3,-12,56.7,-8,48,334,345,183,320,1182,1139,0,0,0,1139,-805,345,183,320,43,0,0,0,0.25,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
8,CA,AD,55,124,-69,4,3,-1,140.2,126.1,14.1,20,24,4,2.857142857,3.428571429,0.571428571,5,130.9,8,108.1,7,110.5,11,94.2,-3,-2,-6,22.8,20.4,36.7,14,79.4,11,94.3,5,117.6,5,109.7,3,9,9,-14.9,-38.2,-30.3,-9,51.5,-3,13.8,2,-7.1,6,-15.5,172,277,231,209,889,251,139,278,286,954,-79,138,-47,-77,-65,0,0.5,0.666666667,0.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0
8,WC,SK,121,91,30,1,8,7,138.4,126.1,12.3,24,16,-8,3.428571429,2.285714286,-1.142857143,4,130.3,16,77.1,11,93.3,15,65.9,-12,-7,-11,53.2,37,64.4,6,112.8,3,121.6,1,155.7,4,110.6,3,5,2,-8.8,-42.9,2.2,-2,17.5,13,-44.5,10,-62.4,11,-44.7,186,301,248,372,1107,357,195,187,273,1012,-171,106,61,99,95,0,0.5,0.666666667,0.75,1,0.5,0.666666667,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9,WB,GE,75,95,-20,11,10,-1,95.2,101.4,-6.2,16,16,0,2,2,0,10,95.6,4,125.4,3,122.6,3,118.7,6,7,7,-29.8,-27,-23.1,2,157.4,2,147.9,2,127.4,1,161.8,0,0,1,9.5,30,-4.4,8,-61.8,2,-22.5,1,-4.8,2,-43.1,295,174,237,223,929,256,313,352,264,1185,39,-139,-115,-41,-256,1,1,0.666666667,0.75,0,0,0.333333333,0.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
9,RI,HW,137,75,62,13,6,-7,103,129.5,-26.5,12,20,8,1.5,2.5,1,12,86.4,15,73,15,74.3,9,97.4,-3,-3,3,13.4,12.1,-11,3,144.1,7,110.7,9,92.5,2,131.9,-4,-6,1,33.4,51.6,12.2,9,-57.7,8,-37.7,6,-18.2,7,-34.5,204,309,427,208,1148,199,222,261,262,944,5,87,166,-54,204,0,0.5,0.666666667,0.5,1,1,1,0.75,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
9,GC,PA,70,118,-48,17,15,-2,60.3,79.3,-19,0,8,8,0,1,1,17,56.3,17,50,17,50,17,50,0,0,0,6.3,6.3,6.3,16,64.5,10,82.4,10,88.7,13,95.9,6,6,3,-17.9,-24.2,-31.4,1,-8.2,7,-32.4,7,-38.7,4,-45.9,117,856,0,0,973,217,310,297,396,1220,-100,546,-297,-396,-247,0,0,0,0,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9,SK,SY,111,83,28,9,4,-5,117,141.5,-24.5,16,24,8,2,3,1,6,112.8,3,121.6,1,155.7,4,110.6,3,5,2,-8.8,-42.9,2.2,7,109.3,5,108.3,12,93.1,6,112.5,2,-5,1,1,16.2,-3.2,-1,3.5,-2,13.3,-11,62.6,-2,-1.9,357,195,187,273,1012,190,208,343,197,938,167,-13,-156,76,74,0,0.5,0.333333333,0.5,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9,AD,CW,49,75,-26,2,5,3,134.7,107.9,26.8,28,24,-4,3.5,3,-0.5,14,79.4,11,94.3,5,117.6,5,109.7,3,9,9,-14.9,-38.2,-30.3,1,167.7,1,141.7,4,122.3,8,111.2,0,-3,-7,26,45.4,56.5,13,-88.3,10,-47.4,1,-4.7,-3,-1.5,251,139,278,286,954,118,209,148,296,771,133,-70,130,-10,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
9,GW,ES,53,119,-66,16,3,-13,47.7,133.4,-85.7,4,28,24,0.5,3.5,3,18,50,18,50,18,50,18,50,0,0,0,0,0,0,8,100,14,80.3,8,97.8,12,81.7,-6,0,-4,19.7,2.2,18.3,10,-50,4,-30.3,10,-47.8,6,-31.7,1139,0,0,0,1139,216,263,307,250,1036,923,-263,-307,-250,103,0,0.5,0.333333333,0.25,1,1,1,0.75,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
9,NM,BL,112,96,16,12,14,2,112.2,88,24.2,12,12,0,1.5,1.5,0,9,101.2,9,87.4,13,83.4,7,97,0,-4,2,13.8,17.8,4.2,15,81,13,82.3,6,106.7,10,98,2,9,5,-1.3,-25.7,-17,-6,20.2,-4,5.1,7,-23.3,-3,-1,184,218,438,291,1131,334,345,183,320,1182,-150,-127,255,-29,-51,0,0,0,0.25,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9,CA,ME,107,49,58,7,18,11,122.2,52.5,69.7,20,0,-20,2.5,0,-2.5,5,130.9,8,108.1,7,110.5,11,94.2,-3,-2,-6,22.8,20.4,36.7,13,85.3,12,94.5,16,74.7,16,62.6,1,-3,-3,-9.2,10.6,22.7,-8,45.6,-4,13.6,-9,35.8,-5,31.6,172,277,231,209,889,158,275,484,413,1330,14,2,-253,-204,-441,0,0,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9,WC,FR,84,36,48,1,8,7,137.7,102.6,35.1,28,20,-8,3.5,2.5,-1,4,130.3,16,77.1,11,93.3,15,65.9,-12,-7,-11,53.2,37,64.4,11,83.1,6,103.9,14,77.3,14,93.7,5,-3,-3,-20.8,5.8,-10.6,-7,47.2,10,-26.8,-3,16,1,-27.8,186,301,248,372,1107,351,172,412,461,1396,-165,129,-164,-89,-289,1,0.5,0.666666667,0.75,0,0.5,0.666666667,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10,SK,RI,113,121,-8,7,12,5,118.8,110.6,8.2,20,16,-4,2.222222222,1.777777778,-0.444444444,6,112.8,3,121.6,1,155.7,4,110.6,3,5,2,-8.8,-42.9,2.2,12,86.4,15,73,15,74.3,9,97.4,-3,-3,3,13.4,12.1,-11,-6,26.4,-12,48.6,-14,81.4,-5,13.2,357,195,187,273,1012,204,309,427,208,1148,153,-114,-240,65,-136,1,0.5,0.666666667,0.5,1,0.5,0.666666667,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,GE,GW,126,61,65,9,16,7,103.7,47.3,56.4,20,4,-16,2.222222222,0.444444444,-1.777777778,2,157.4,2,147.9,2,127.4,1,161.8,0,0,1,9.5,30,-4.4,18,50,18,50,18,50,18,50,0,0,0,0,0,0,-16,107.4,-16,97.9,-16,77.4,-17,111.8,256,313,352,264,1185,1139,0,0,0,1139,-883,313,352,264,46,1,0.5,0.333333333,0.5,0,0,0.333333333,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
10,HW,NM,174,59,115,8,11,3,116.4,112.7,3.7,20,16,-4,2.222222222,1.777777778,-0.444444444,3,144.1,7,110.7,9,92.5,2,131.9,-4,-6,1,33.4,51.6,12.2,9,101.2,9,87.4,13,83.4,7,97,0,-4,2,13.8,17.8,4.2,-6,42.9,-2,23.3,-4,9.1,-5,34.9,199,222,261,262,944,184,218,438,291,1131,15,4,-177,-29,-187,0,0.5,0.666666667,0.75,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10,FR,AD,82,111,-29,10,3,-7,95.5,127.4,-31.9,20,28,8,2.222222222,3.111111111,0.888888889,11,83.1,6,103.9,14,77.3,14,93.7,5,-3,-3,-20.8,5.8,-10.6,14,79.4,11,94.3,5,117.6,5,109.7,3,9,9,-14.9,-38.2,-30.3,-3,3.7,-5,9.6,9,-40.3,9,-16,351,172,412,461,1396,251,139,278,286,954,100,33,134,175,442,0,0,0.333333333,0.5,0,0.5,0.666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,PA,CA,99,45,54,15,6,-9,86.7,128.9,-42.2,12,24,12,1.333333333,2.666666667,1.333333333,16,64.5,10,82.4,10,88.7,13,95.9,6,6,3,-17.9,-24.2,-31.4,5,130.9,8,108.1,7,110.5,11,94.2,-3,-2,-6,22.8,20.4,36.7,11,-66.4,2,-25.7,3,-21.8,2,1.7,217,310,297,396,1220,172,277,231,209,889,45,33,66,187,331,1,1,0.666666667,0.5,1,0.5,0.333333333,0.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
10,ES,ME,52,58,-6,2,18,16,140.2,51.8,88.4,32,0,-32,3.555555556,0,-3.555555556,8,100,14,80.3,8,97.8,12,81.7,-6,0,-4,19.7,2.2,18.3,13,85.3,12,94.5,16,74.7,16,62.6,1,-3,-3,-9.2,10.6,22.7,-5,14.7,2,-14.2,-8,23.1,-4,19.1,216,263,307,250,1036,158,275,484,413,1330,58,-12,-177,-163,-294,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
10,BL,WC,102,100,2,14,1,-13,87.7,142.6,-54.9,12,32,20,1.333333333,3.555555556,2.222222222,15,81,13,82.3,6,106.7,10,98,2,9,5,-1.3,-25.7,-17,4,130.3,16,77.1,11,93.3,15,65.9,-12,-7,-11,53.2,37,64.4,11,-49.3,-3,5.2,-5,13.4,-5,32.1,334,345,183,320,1182,186,301,248,372,1107,148,44,-65,-52,75,0,0.5,0.333333333,0.25,1,1,0.666666667,0.75,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
10,SY,WB,132,40,92,5,13,8,130.7,93.2,37.5,24,16,-8,2.666666667,1.777777778,-0.888888889,7,109.3,5,108.3,12,93.1,6,112.5,2,-5,1,1,16.2,-3.2,10,95.6,4,125.4,3,122.6,3,118.7,6,7,7,-29.8,-27,-23.1,-3,13.7,1,-17.1,9,-29.5,3,-6.2,190,208,343,197,938,295,174,237,223,929,-105,34,106,-26,9,0,0.5,0.333333333,0.25,0,0.5,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10,CW,GC,149,52,97,4,17,13,110.9,60.2,50.7,28,0,-28,3.111111111,0,-3.111111111,1,167.7,1,141.7,4,122.3,8,111.2,0,-3,-7,26,45.4,56.5,17,56.3,17,50,17,50,17,50,0,0,0,6.3,6.3,6.3,-16,111.4,-16,91.7,-13,72.3,-9,61.2,118,209,148,296,771,117,856,0,0,973,1,-647,148,296,-202,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
11,CA,GE,85,97,-12,7,8,1,118.7,111,7.7,24,24,0,2.4,2.4,0,5,130.9,8,108.1,7,110.5,11,94.2,-3,-2,-6,22.8,20.4,36.7,2,157.4,2,147.9,2,127.4,1,161.8,0,0,1,9.5,30,-4.4,3,-26.5,6,-39.8,5,-16.9,10,-67.6,172,277,231,209,889,256,313,352,264,1185,-84,-36,-121,-55,-296,0,0.5,0.333333333,0.25,1,1,0.666666667,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
11,RI,FR,66,78,-12,10,11,1,110.1,92.6,17.5,20,20,0,2,2,0,12,86.4,15,73,15,74.3,9,97.4,-3,-3,3,13.4,12.1,-11,11,83.1,6,103.9,14,77.3,14,93.7,5,-3,-3,-20.8,5.8,-10.6,1,3.3,9,-30.9,1,-3,-5,3.7,204,309,427,208,1148,351,172,412,461,1396,-147,137,15,-253,-248,1,1,0.666666667,0.75,0,0,0,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
11,GC,SK,49,144,-95,18,9,-9,56.9,115.3,-58.4,0,20,20,0,2,2,17,56.3,17,50,17,50,17,50,0,0,0,6.3,6.3,6.3,6,112.8,3,121.6,1,155.7,4,110.6,3,5,2,-8.8,-42.9,2.2,11,-56.5,14,-71.6,16,-105.7,13,-60.6,117,856,0,0,973,357,195,187,273,1012,-240,661,-187,-273,-39,0,0,0,0,0,0.5,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,ES,SY,82,86,-4,2,5,3,136.4,141.7,-5.3,32,28,-4,3.2,2.8,-0.4,8,100,14,80.3,8,97.8,12,81.7,-6,0,-4,19.7,2.2,18.3,7,109.3,5,108.3,12,93.1,6,112.5,2,-5,1,1,16.2,-3.2,1,-9.3,9,-28,-4,4.7,6,-30.8,216,263,307,250,1036,190,208,343,197,938,26,55,-36,53,98,0,0.5,0.666666667,0.75,1,0.5,0.666666667,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
11,PA,HW,62,108,-46,13,6,-7,93.4,128.9,-35.5,16,24,8,1.6,2.4,0.8,16,64.5,10,82.4,10,88.7,13,95.9,6,6,3,-17.9,-24.2,-31.4,3,144.1,7,110.7,9,92.5,2,131.9,-4,-6,1,33.4,51.6,12.2,13,-79.6,3,-28.3,1,-3.8,11,-36,217,310,297,396,1220,199,222,261,262,944,18,88,36,134,276,1,1,1,0.75,1,0.5,0.666666667,0.75,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0
11,ME,CW,87,129,-42,16,4,-12,54.6,122.4,-67.8,4,32,28,0.4,3.2,2.8,13,85.3,12,94.5,16,74.7,16,62.6,1,-3,-3,-9.2,10.6,22.7,1,167.7,1,141.7,4,122.3,8,111.2,0,-3,-7,26,45.4,56.5,12,-82.4,11,-47.2,12,-47.6,8,-48.6,158,275,484,413,1330,118,209,148,296,771,40,66,336,117,559,1,0.5,0.333333333,0.25,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
11,AD,WB,0,0,0,3,15,12,128.2,83.9,44.3,32,16,-16,3.2,1.6,-1.6,14,79.4,11,94.3,5,117.6,5,109.7,3,9,9,-14.9,-38.2,-30.3,10,95.6,4,125.4,3,122.6,3,118.7,6,7,7,-29.8,-27,-23.1,4,-16.2,7,-31.1,2,-5,2,-9,251,139,278,286,954,295,174,237,223,929,-44,-35,41,63,25,1,0.5,0.666666667,0.75,0,0,0.333333333,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11,NM,WC,0,0,0,12,1,-11,99.8,136.9,-37.1,16,32,16,1.6,3.2,1.6,9,101.2,9,87.4,13,83.4,7,97,0,-4,2,13.8,17.8,4.2,4,130.3,16,77.1,11,93.3,15,65.9,-12,-7,-11,53.2,37,64.4,5,-29.1,-7,10.3,2,-9.9,-8,31.1,184,218,438,291,1131,186,301,248,372,1107,-2,-83,190,-81,24,0,0.5,0.333333333,0.25,0,0.5,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,BL,GW,0,0,0,14,17,3,89.2,47.4,41.8,16,4,-12,1.6,0.4,-1.2,15,81,13,82.3,6,106.7,10,98,2,9,5,-1.3,-25.7,-17,18,50,18,50,18,50,18,50,0,0,0,0,0,0,-3,31,-5,32.3,-12,56.7,-8,48,334,345,183,320,1182,1139,0,0,0,1139,-805,345,183,320,43,1,0.5,0.666666667,0.5,0,0,0,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
12,WC,CA,79,69,10,3,9,6,136.9,115.3,21.6,32,24,-8,2.909090909,2.181818182,-0.727272727,4,130.3,16,77.1,11,93.3,15,65.9,-12,-7,-11,53.2,37,64.4,5,130.9,8,108.1,7,110.5,11,94.2,-3,-2,-6,22.8,20.4,36.7,-1,-0.6,8,-31,4,-17.2,4,-28.3,186,301,248,372,1107,172,277,231,209,889,14,24,17,163,218,0,0,0.333333333,0.5,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12,AD,SK,115,111,4,5,8,3,128.2,124.8,3.4,32,24,-8,2.909090909,2.181818182,-0.727272727,14,79.4,11,94.3,5,117.6,5,109.7,3,9,9,-14.9,-38.2,-30.3,6,112.8,3,121.6,1,155.7,4,110.6,3,5,2,-8.8,-42.9,2.2,8,-33.4,8,-27.3,4,-38.1,1,-0.9,251,139,278,286,954,357,195,187,273,1012,-106,-56,91,13,-58,0,0.5,0.333333333,0.5,1,0.5,0.666666667,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
12,GW,RI,74,86,-12,17,11,-6,47.4,108.1,-60.7,4,20,16,0.363636364,1.818181818,1.454545455,18,50,18,50,18,50,18,50,0,0,0,0,0,0,12,86.4,15,73,15,74.3,9,97.4,-3,-3,3,13.4,12.1,-11,6,-36.4,3,-23,3,-24.3,9,-47.4,1139,0,0,0,1139,204,309,427,208,1148,935,-309,-427,-208,-9,0,0,0,0,0,0.5,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
